row,headword,sense_index,pos,etymology,definition,refs,other_refs
864,יַעְזֵר²,1,locative (place name),,"and (; ) יַעְזֵיר n.pr.loc. Ιαζηρ [Iazēr], E. of Jordan (Qal Impf. in—ִ according to BaNB 104);—often + Heshbon and other important towns, + v (v. ) (אֶרֶץ יַצ׳), v, (all JE), (P), (Ginsb, v van d. H. Baer; P); with vineyards, = (×2) (where del. יָם before יַע׳ 𝔊 Hi Gf Gie Rothst). Site dub., cf. BuhlGeogr. 264.",I Chronicles 6:66; I Chronicles 26:31; Numbers 21:32; Numbers 21:24; Numbers 32:1; Numbers 32:3; Numbers 32:35; II Samuel 24:5; Joshua 13:25; Joshua 21:39; Joshua 21:37; Isaiah 16:8; Isaiah 16:9; Jeremiah 48:32,"BDB, עַז²"
865,יָעֵל²,1,feminine,,"wife of Heber the Kenite, slayer of Sisera, prob. also v (others find here name of a man, a ‘judge’).",Judges 4:17; Judges 4:18; Judges 4:21; Judges 4:22; Judges 5:24; Judges 5:6,
866,יַעְלָם²,1,masculine,,"Edomite, =, Ιεγλομ [Ieglom].",Genesis 36:5; Genesis 36:14; Genesis 36:18; I Chronicles 1:35,
867,יַעְרָה²,1,masculine,,"a descendant of Saul (×2), prob. corrupt, v. p. 221 supr.",I Chronicles 9:42,"BDB, יְהוֹעַדָּה"
868,יַעֲרֵי אֹרְגִים,1,masculine,,"father of Elḥanan (= יָעִו֯ר ); א׳ prob. scribal error anticipating א׳ in foll. line (We Dr), and יַעֲרֵי error for יָעִיר (We) q.v. sub.",II Samuel 21:19; I Chronicles 20:5,"BDB, עור"
869,יְעָרִים,1,mountain,,"only הַר־יְעָרִים (𝔊 πόλιν Ιαρειν [polin Iarein]), where explained as = כְּסָלוֹן (𝔊 Χασ [Chas](α [a])λων [lōn]), mod. Kesla, NE. of Beth Shemesh, cf. RobBR ii. 30 n.; iii. 154.—קִרְיַת יְעָרִים. v. sub.",Joshua 15:10,"BDB, קִרְיַת"
870,יַעֲשִׂיאֵל,1,masculine,,,,
871,יָפוֹ,1,locative (place name),,"Joppa (Ph. יפי; Assyrian Ja(p)pu COT Gloss. Bez Tel-el-Amarna Tabl. in Brit. Mus. 146; Egyptian Ye-pu WMM 159)—seaport town of Palestine (Jerusalem), יָפוֹ = יָפוֹא; 𝔊 Ιοππα [Ioppa], mod. Jaffa.",Joshua 19:46; Jonah 1:3; II Chronicles 2:15; Ezra 3:7,
872,יָפִיעַ,1,personal name,,et loc.,,
873,יָפִיעַ,3,masculine,cf. Sab. יפעאל Hal 150,—,,
874,יָפִיעַ,9,locative (place name),,"on border of Zebulun, perhaps = mod. Yâfa, 1/2 hour from Nazareth, RobBR ii. 343 f, but 𝔊 φαγγαι [phangai], A Ιαφαγαι [Iaphagai]; 𝔊L Ιαφφιε [Iaphphie].",Joshua 19:12,
875,יַפְלֵט²,1,masculine,,"Asherite (on form cf. BaNB 144, 166);— (×2), also v (Gi יַפְלָט); Ιφαμηλ, Αφαληκ [Iphamēl, Aphalēk], etc., A Ιαφαλητ [Iaphalēt].",I Chronicles 7:33; I Chronicles 7:32,
876,יְפֻנֶּה²,1,masculine,on form cf. LagBN 134,—,,
877,יֶ֫פֶת²,1,masculine,,"third son of Noah, Ιαφεθ [Iapheth];—יַפְתְּ א׳ לְיֶפֶת ׃יֶפֶת (J); (P) =; (J); יָפֶ֑ת (J); (P).",Genesis 9:27; Genesis 7:13; Genesis 10:2; I Chronicles 1:4; Genesis 9:23; Genesis 10:21; Genesis 9:18; Genesis 5:32; Genesis 6:10; Genesis 10:1; I Chronicles 1:5,
878,יִפְתַּח־אֵל,1,locative (place name),God openeth; cf. Sab.n.pr.m. יפתחאל Hal 148:1,"—in גֵּי יִפ׳ (Γαιφαηλ, Γαι και Φθαιηλ [Gaiphaēl, Gai kai Phthaiēl], A 𝔊L Γαι [Gai] (Ι [I])εφθαηλ [ephthaēl]), valley betw. Zebulun and Asher, (P); prob. near Jêfât (Jotapata), and perhaps upper part of Wady ʿAbellîn, v. BuhlGeogr. 109, 223.",Joshua 19:14; Joshua 19:27,
879,יִפְתָּח²,1,,,,,
880,יִצְהָר³,1,masculine,,"Ισ [Is](σ [s])ααρ [aar]: Levite, son of Kohath.",Exodus 6:18; Exodus 6:21; Numbers 3:19; Numbers 16:1; I Chronicles 5:28; I Chronicles 6:3; I Chronicles 6:23; I Chronicles 23:12; I Chronicles 23:18,
881,יִצְחָק,1,masculine,,"Ισαακ [Isaak]: Isaac, son of Abr. and Sarah (he laugheth, cf. play upon name (J), (E), (P); (J));—יִצְּחָק, (E) +, (J) +, (P) +, (80 times Gn, 9 times Ex, 7 times Dt), (×2); †יִשְׂחָק, and (= Israel) בָּמוֹת יִשְׂחָק, בֵּית יִשְׂחָק v.",Genesis 18:12; Genesis 21:6; Genesis 17:17; Genesis 17:19; Genesis 26:8; Genesis 21:3; Genesis 21:4; Genesis 21:5; Genesis 24:62; Genesis 24:63; Genesis 24:67; Genesis 17:19; Genesis 17:21; Leviticus 26:42; Numbers 32:11; Joshua 24:3; Joshua 24:4; I Kings 18:36; II Chronicles 13:23; I Chronicles 1:28; I Chronicles 1:34; I Chronicles 16:16; I Chronicles 29:18; II Chronicles 30:6; Jeremiah 33:26; Psalms 105:9; Amos 7:9; Amos 7:16,
882,יֵ֫צֶר²,1,masculine,,"son of Naphtali =, (P).",Genesis 46:24; I Chronicles 7:13; Numbers 26:49,
883,יָקֶה,1,masculine,,"father of Agur, אָגוּר בִּן־יָקֶה הַמַּשָּׂא (read probably הַמַּשָּׂאִי or מִמַּשָּׂא: v. Be-Nowxvi ff.)",Proverbs 30:1,
884,יְקוּתִיאֵל,1,masculine,"Impf. from √ ע״ו + אֵל according to Ol§ 277 h 2, meaning dubious; perhaps better regard יקות as n. abstr. from יקה, and render Preservation of God","a man of Judah; 𝔊 Χετιηλ [Chetiēl], A Ιεκθιιηλ [Iekthiiēl], 𝔊L Ιεφθιηλ [Iephthiēl].—Vid..",I Chronicles 4:18,"BDB, יָקְתְאֵל"
885,יְקַמְיָה,1,masculine,,"in Judah (= יָ֫קֶם יָהּ according to Ol§ 277 h, 2);—",,
886,יְקַמְעָם,1,masculine,"'= יָ֫קֶם עָם according to Ol§ 277 i; meaning then may kinsman establish, cf. GrayProp. N. 46 f. 59","—a Levite, Ικεμιας, Ιοκομ [Ikemias, Iokom] ( ), etc., 𝔊L Ιακαμιας [Iakamias].",I Chronicles 23:19; I Chronicles 24:23; I Chronicles 24:23,
887,יָקְמְעָם,1,locative (place name),"perhaps = יְקָמְעָם i.e. יָ֫קָם עָם Ol§ 277 k, 3; = let the people be established? cf. GrayProp. N. 218","—in N. Isr., Λουκαμ [Loukam], 𝔊L Ουκαμ [Oukam]; poss. = mod. Tel Ḳaimûn, N. of Megiddo, BuhlGeogr. 210; city of refuge in Ephr. (= קִבְצַיִם [q.v.] ), Ικααμ, Ιεκμααν [Ikaam, Iekmaan], etc.",I Kings 4:12; I Chronicles 6:53; Joshua 21:22,
888,יָקְנְעָם,1,locative (place name),,"Canaanitish city, with a king, defined by לַכַּרְמֶל; in Zebulun; Levitical city.",Joshua 12:22; Joshua 19:11; Joshua 21:34,
889,יָקְשָׁן,1,masculine,,"son of Abraham and Keturah, = (×2); 𝔊 Ιεξαν [Iexan]; 𝔊L, Ιεκταν [Iektan].",Genesis 25:2; Genesis 25:3; I Chronicles 1:32; Genesis 25:2; Genesis 25:3,
890,יָקְתְאֵל,1,locative (place name),"according to Ol§ 277 k. 3 יקת is Impf. from a √ קות, meaning dubious; poss. = יְקוּתִיאֵל q.v.; see Wetzst in De Is 3, 703",—,,
891,יִרְאִיָּיה,1,masculine,read יִרְאִיָּה; י׳ seeth,"—officer, Jeremiah’s time, Σαρουια [Sarouia](ς [s]).",Jeremiah 37:13; Jeremiah 37:14,
892,יְרֻבַּ֫עַל,1,masculine,,"name given to Gideon (according to, where expl. as let Baal contend (cf. Dr (×2) Köii. 1, 467); Impf. ירוב not elsewhere [yet תרוב Kt, and Inf. cstr. רוב Kt], hence WeSm 31 expl. as = יְרוּבַעַל, √ ירה, cf., יְרִיאֵל (p. 436 b), so GFM Ju Bu Ju Now Ju);—; + 8 times 9 (-בָּ֑עַל, ); = יְרֻבֶּ֫שֶׁת † (v. 2, sub ); Ιεροβααλ [Ierobaal] (usually; so 𝔊L, where 𝔊B Ιεροβοαμ [Ieroboam]).—יָרָבְעָם, v..",Judges 6:32; II Samuel 4; Proverbs 3:30; Judges 21:23; Judges 6:32; Judges 7:1; Judges 8:29; Judges 8:35; Judges 9:1; Judges 9:24; Judges 9:57; I Samuel 12:11; II Samuel 11:21; I Samuel 12:11; II Samuel 11:21,"BDB, יְרוּאֵל; BDB, בֹּשֶׁת; BDB, בשׁס; BDB, רָבַב"
893,יָֽרָבְעָם,1,masculine,,"Jeroboam, Ιεροβοαμ [Ieroboam] (prob. = יָרֹב + עַם the people increaseth Thes Kit al.; cf. also GrayProp. N. 59; Ency. Bib. i. 139 f.; > √ ריב the people contendeth, or (the god) ʿAmm contendeth NbrStud. Bib. i. 225, cf. CheJQ. July, 1899, 559; Ency. Bib.);—",I Kings 11:26,
894,יֶ֫רֶד,1,masculine,,,,
895,יַרְדֵּן,1,river,,"Jordan (according to Rel Ol§ 215 c, from ירד with ֵן for orig. ַן, cf. 𝔊 ὁ Ιορδανης [ho Iordanēs]; = river as flowing downward, descending, then of particular stream as river κατ [kat]ʼ ἐξοχήν [exochēn]. See also Sta§ 294e (ֵן for ֶן, but name according to Sta non-Hebr.))—abs. always הַיַּר׳ in prose + 162 times; c. ה loc. הַיַּרְדֵּ֫נָה + 3 times; יַרְדֵּן only; cstr. יַרְדֵּן + 11 times Nu Jos +;—the river of Palestine: in all periods, chiefly Hex (122 times: Gn 5 times J; Nu 20 times P, 1 times JE; Dt 26 times; Jos 24 times JE, 20 times D, 16 times P), Ju (12 times), and S (18 times); in K 13 times; Ch 7 times; elsewhere 10 times;—הַיַּרְדֵּן הַזֶּה (J); (all D); בְּעֵבֶר הַיַּרְדֵּן, (J); (both JE), + 20 times D +; P has also מֵעֵבֶר הַיַּרְדֵּן, and מֵע׳ לַיַּרְדֵּן v, also (JE), (D); in P peculiarly יַרְדֵּן יְרֵחוֹ the Jordan of (at) Jericho, with עַל, with מֵעֵבֶר לְ; (= ), with מִן (E?); עֵבֶר הַיַּרְדֵּן (P); see sub; מֵי הַיַּרְדֵּן (×2), (all JE); (both D); מֵימֵי הַיַּרְדֵּן (JE); גְּאוֹן הַיַּר׳; (v. p. 145 a, supr.); שְׂפַת הַיּר׳; יוֹשֵׁב עַל־הַיָּם וְעַל יַד הַיַּרְדֵּן (JE; elsewhere in Nu, P); כִּכַּר הַיַּרְדֵּן the circle of Jordan, i.e. the plain about Jericho, (J); מַעְבְּרוֹת הַיַּר׳, fords of the Jordan; אֶל־גְּלִילוֹת הַיַּרְדֵּן אֶל־עֵבֶר בְּנֵי יִשְׂרָאֵל, cf. v (both P; v. supr. p. 165); אֶרֶץ יַרְדֵּן (without art. only here and in foll.); יָגִיחַ יַרְדֵּן אֶל־פִּיהוּ a Jordan bursteth forth into his mouth.",Genesis 13:10; Judges 8:4; Psalms 42:7; Job 40:23; Numbers 26:3; I Chronicles 6:63; Genesis 32:11; Deuteronomy 3:27; Deuteronomy 31:2; Joshua 1:2; Joshua 1:11; Joshua 4:22; Genesis 50:10; Genesis 50:11; Joshua 7:7; Joshua 24:8; Judges 5:17; Judges 10:8; I Samuel 31:7; Numbers 32:19; Numbers 32:19; Numbers 32:32; Numbers 35:14; Joshua 14:3; Joshua 17:5; Joshua 18:7; Judges 7:25; I Chronicles 12:37; I Chronicles 26:30; Numbers 26:3; Numbers 26:63; Numbers 31:12; Numbers 33:48; Numbers 33:50; Numbers 35:1; Numbers 36:13; Numbers 22:1; Numbers 34:15; Joshua 13:32; Joshua 20:8; I Chronicles 6:63; Joshua 16:1; Isaiah 8:23; Deuteronomy 4:49; Joshua 13:27; Joshua 3:13; Joshua 4:18; Joshua 4:23; Joshua 3:8; Joshua 5:1; Joshua 4:7; Jeremiah 12:5; Jeremiah 49:19; Jeremiah 50:44; Zechariah 11:3; II Kings 2:13; Numbers 13:29; Genesis 13:10; Genesis 13:11; I Kings 7:46; II Chronicles 4:17; Judges 3:28; Judges 12:5; Judges 12:6; Joshua 22:11; Joshua 22:10; Psalms 42:7; Job 40:23,"BDB, עָבַר; BDB, גָּאוֹן; BDB, גְּלִילוֹת"
896,יָרוֹחַ,1,masculine,,"a Gadite; 𝔊 Ιδαι [Idai], 𝔊L Αρουε [Aroue].",I Chronicles 5:14,
897,יְרוּשָׁא,1,feminine,"taken possession of, i.e. married?",mother of king Jotham: יְרוּשָׁא = יְרוּשָׁה.,II Kings 15:33; II Chronicles 27:1,
898,יְרוּשָׁלַ֫םִ,1,locative (place name),,"Jerusalem (in Assyrian Urusalim, Tel Amarna, ZimZA, 1891, 252, 254; Ursalimmu, COTGloss.; 𝔊 Ιερουσαλημ [Ierousalēm]; √ and meaning dub.; Rel Ew al. der. from יְרוּשׁ שׁלם possession of peace (or Salem’s possession); Thes al. from יָרָה, i.e. יְרוּ + שָׁלֵם a foundation of peace; GrillZAW, 1884, 134 ff. foundation of Shalem (Sh. = God of peace, = י׳); but name not certainly Hebr.; according to SayceAcad. Feb. 7, 1891, 138; Higher Crit. 176 (opposed by ZimZA, 1891, 263), JastrJBL xi, 1892, 105 = Uru (city) + Salim, n.pr.div.);—usually יְרוּשָׁלַ֫םִ (Qr perpetuum), +; יְרוּשָׁלָ֑םִ +; -לַ֫יִם 5 times according to Mas. (vid. FrensdorffMass Magna, 293), viz.; (c. ה loc.), (but -לָ֑֫םִ van d. H Baer), so Maccab. coins, LevyGesch. d. jüd. Münz. 42f.; c. ה loc. יְרוּשָׁלַ֫מֳה; (-לַ֫יְמָה supr.); -לָ֑מֳה; with prefixes: בִּירו׳ +; לִירו׳ +; מִירו׳ +; וִירו׳ +; —Jerusalem, renowned as capital of all Israel, afterwards of southern kingdom, seat of central worship in temple, first named as city of Canaanite Adoni-Ṣedeḳ †, (all JE), cf. (D); inhabited by Jebusites (×2) (P), (×2), cf. v (Adoni-Bezek); identif. with יְבוּס, and הַיְבוּסִי (q.v.); (both P); captured by Judah; first named in connexion with David †; taken possession of by David as king; David’s royal seat v; +; it remained the capital until taken by Nebuchadrezzar, b.c. 588, +; it became the chief home of the returned exiles, +; mentioned S 31 times, K 92 times, Ch 151 times, Ezr 25 times, Ne 38 times, Is1 27 times, Is2, 3 22 times, Je 107 times, Ez 26 times, Zc 41 times, etc.—Vid. also n.pr.loc. יְבוּס, שָׁלֵם.",Joshua 10:1; I Samuel 17:54; Jeremiah 26:18; I Chronicles 3:5; II Chronicles 25:1; II Chronicles 32:9; Esther 2:6; I Chronicles 3:5; I Kings 10:2; Isaiah 36:2; Ezekiel 8:3; II Chronicles 32:9; II Kings 9:28; II Samuel 9:13; II Kings 18:22; II Samuel 15:11; II Kings 23:1; Joshua 10:1; Joshua 10:3; Joshua 10:5; Joshua 10:23; Joshua 12:10; Joshua 15:63; Judges 1:21; Judges 1:7; Judges 19:10; Joshua 15:8; Joshua 8:28; Judges 1:8; I Samuel 17:54; II Samuel 5:6; II Samuel 5:5; II Samuel 5:13; II Samuel 5:14; II Samuel 8:7; II Samuel 11:1; II Kings 25:1; Ezra 1:11; Ezra 2:11; Nehemiah 2:11; Nehemiah 2:17,
899,יֶ֫רַח²,1,masculine,,"‘son’ of Joktan, only יָ֑רַח (𝔊 Ιαραδ [Iarad], 𝔊L Ιεραχ [Ierach]) = (𝔊L Ιαρε [Iare]).",Genesis 10:26; I Chronicles 1:20,
900,יְרֹחָם²,1,masculine,may he be compassionated; cf. LagBN 134,—,,
901,יַרְחָע,1,masculine,,"an Egyptian slave; 𝔊 Ιωχηλ [Iōchēl], 𝔊L Ιερεε [Ieree].",I Chronicles 2:34; I Chronicles 2:35,
902,יָרִיב²,1,masculine,"he contendeth or taketh (our) part, conducteth (our) case; cf. Sab. ירב Hal615",—,,
903,יְרִיָּ֫הוּ,1,masculine,,"יְרִיָּה n.pr.m. (cf. ) chief of one of the Levitical courses, 𝔊 Ιδουδ, Ιερια, Ιεδδι, Ιεδειμος [Idoud, Ieria, Ieddi, Iedeimos], etc.",I Chronicles 23:19; I Chronicles 24:23; I Chronicles 26:31,"BDB, יְרִיאֵל"
904,יְרִיחוֹ,1,locative (place name),,"Jericho (on form see Baer on KöEinl. 49; √ and meaning dub.; according to Thes al. from רָוַח, = regio fragrans, the district abounding in palms, rose-gardens, balsam, etc.);—יְרִיחוֹ + 27 times Jos (19 times JE, 3 times D, 6 times P), + 5 times; יְרִחוֹ; יְרִחֹה; יְרֵחוֹ (P), v (D), (P) + 9 times P; + 3 times Ch;—Canaanit. city taken by Josh. (JE) +; having a king; (all JE); (all D); near Jordan, whence (יְרִיחוֹ) יַרְדֵּן יְרֵחוֹ, v. supr.; Mt. Nebo is described as עַל־פְּנֵי יְרֵחוֹ; (P); (called עִיר הַתְּמָרִים; so in appos. ); the adjacent plain is called בִּקְעַת יְרֵחוֹ (JE); עַרְבוֹת יְרֵחוֹ = =; ע׳ יְרִיחוֹ; (both P); among returning exiles appear בְּנֵי יְרֵחוֹ =, and among builders of wall אַנְשֵׁי יְרֵחוֹ (BeRy Ryle ad loc. and );—mod. rîḥâ; see also GASmGeogr. 266 ff.",Joshua 2:1; Jeremiah 39:5; Joshua 2:1; II Kings 2; Joshua 18:21; II Samuel 10:5; Jeremiah 39:5; Jeremiah 52:8; I Kings 16:34; Deuteronomy 34:1; Deuteronomy 34:3; Numbers 22:1; II Kings 25:5; Ezra 2:34; Nehemiah 3:2; Nehemiah 7:35; Joshua 6:1; Joshua 2:2; Joshua 2:3; Joshua 8:2; Joshua 10:1; Joshua 10:28; Joshua 10:30; Joshua 12:9; Deuteronomy 32:49; Deuteronomy 34:1; Judges 1:16; Judges 3:13; Deuteronomy 34:3; II Chronicles 28:15; Deuteronomy 34:3; II Kings 25:5; Jeremiah 39:5; Jeremiah 52:8; Joshua 4:13; Joshua 5:10; Ezra 2:34; Nehemiah 7:35; Nehemiah 3:2; Ezra 2:34,"BDB, יַרְדֵּן"
905,יְרֵימוֹת,1,masculine,,"𝔊 Αρειμωθ, Ιεριμουθ [Areimōth, Ierimouth], etc.;—",,
906,יְרִיעוֹת,1,masculine,?,"only; where read perhaps בַּת־יר׳ for MT וְאֶת־יר׳, see We VB; 𝔊 Ελιωθ [Eliōth], A 𝔊L Ιερ [Ier](ε [e])ιωθ [iōth].",I Chronicles 2:18,
907,יַרְמוּת,1,locative (place name),,,,
908,יְרֵמַי,1,masculine,,one of those who had strange wives; 𝔊 Ιεραμει [Ieramei](μ [m]).,Ezra 10:33,
909,יִרְמְיָ֫ה(וּ),1,masculine,"? י׳ looseneth, sc. the womb? cf. Assyrian ša kirimmaša rummû, whose womb is loosened DlHWB 623",—,,
910,יִשְׁבָּח,1,masculine,,v. שׁבח.,,
911,יָֽשָׁבְעָם,1,masculine,,"a hero of David;—, (ישֵׁב בַּשֶּׁבֶת, q.v. p. 444 supra, in, v. Dr); Ιεσεβαδα, Ιεσσεβααλ, Ισβααμ [Iesebada, Iessebaal, Isbaam], etc.; read in all אִשְׁבַּעַל We al.",I Chronicles 11:11; I Chronicles 12:7; I Chronicles 27:2; II Samuel 23:8,
912,יִשְׁבָּק²,1,masculine,,son of Abr. and Ḳetûrâh; Ιεσβοκ [Iesbok] (B Σοβακ [Sobak] Ch).,Genesis 25:2; I Chronicles 1:32,
913,יָשְׁבְּקָ֫שָׁה,1,masculine,,"a son of Heman; 𝔊 Ιειβασακα [Ieibasaka](ταν [tan]), Βακατα [Bakata], 𝔊L Ιεσβοκ [Iesbok].",I Chronicles 25:4; I Chronicles 25:24,
914,יָשׁוּב²,1,masculine,,usually Ιασουβ [Iasoub];—,,
915,יִשְׂחָק,1,masculine,,v. sub.,,"BDB, צָחַק"
916,יִשַׁי,1,masculine,,"father of David (etym. dub.; Ol§ 277 f. conj. יֵשׁ יָהּ; We ישׁי = אישׁי = אבישׁי (but see this))—יִשַׁי + 29 times; יִשָׁ֑י v + 10 times; 𝔊 Ιεσσαι [Iessai]; (וְ)אִישַׁי;—+ יִשַׁי בֵּית־הַלַּחְמִי Jesse the Bethlehemite, (בֶּן־ישׁי וגו׳, of David), †; ישׁי also + 14 times; †son of עוֹבֵד according to, (×2) =; דָּוִ(י)ד בֶּן־ישׁי; אֱלִיאָב בֶּן־ישׁי; elsewhere בֶּן־ישׁי alone = David; =; גֶּזַע יִשָׁ֑י; שֹׁרֶשׁ יִשַׁי v of Jesse as ancestor of future (Messianic) king†.",I Samuel 14:49; I Samuel 16:3; I Samuel 16:19; I Chronicles 2:13; I Samuel 16:1; I Samuel 16:18; I Samuel 17:58; I Samuel 16:3; I Samuel 16; I Samuel 17; Ruth 4:17; Ruth 4:22; I Chronicles 2:12; II Samuel 23:1; I Chronicles 10:14; I Chronicles 29:26; Psalms 72:20; II Chronicles 11:18; I Samuel 20:27; I Samuel 20:30; I Samuel 20:31; I Samuel 22:7; I Samuel 22:8; I Samuel 22:9; I Samuel 22:13; I Samuel 25:10; II Samuel 20:1; I Kings 12:16; II Chronicles 10:16; I Chronicles 12:18; Isaiah 11:1; Isaiah 11:10,
917,יָשִׁיב,1,,,v. sub.,,"BDB, יָשׁוּב²; BDB, שׁוּב"
918,יְשִׁישַׁי,1,masculine,,a Gileadite name.,I Chronicles 5:14,
919,יִשְׁמָעֵאל²,1,masculine,Ēl heareth; Sab. יסמעאל Hal 187; on form cf. LagBN 131,—,,
920,יָשֵׁן³,1,masculine,,"one of David’s heroes, = הָשֵׁם (in both del. בְּנֵי as dittogr., We Dr Bu); v., and.",II Samuel 23:32; I Chronicles 11:34,"BDB, הָשֵׁם; BDB, גּוּנִי"
921,יְשָׁנָה,1,locative (place name),,"town on southern border of N. Israel, near Bethel; so read also for MT הַשֵּׁן We Dr Klo Kit Bu; mod. ʿAin Siniya, 5 m. N. of Beitun, Cl. Ganneau JAs Avr.-Juin, 1870, 490–501 SocinZPV i, 1878, 41 BuhlGeogr. § 95, p. 173.",II Chronicles 13:19; I Samuel 7:12,
922,יִשְׁעִי,1,masculine,salutary,—,,
923,יְשַׁעְיָה,1,masculine,salvation of Yah,—,,
924,יְשַׁעְיָ֫הוּ,1,masculine,"salvation of Yah; cf. p. 46 supr.; ישעאל on scarab ClGannJAs 1883, Fev.–Mars, 135, No. 8",—,,"BDB, אֱלִישָׁע"
925,יִשְׂרָאֵל,1,,,"and deriv., v. sub i..",,"BDB, שׂרה"
926,יִשְׂרָאֵל²,1,masculine,,"et gent. Israel (E†l persisteth, persevereth (or juss. Let E†l persist) [usually contendeth (NesEg 60 ff.) or Let E†l contend (GrayProp. N. 218), but v. DrHastDict. Bib. Jacob 530]; on vocalization v. LagBN 131 f. Kit (Hpt); MI5, + 5 times ישראל; in Egyptian Y-si-r-ʾl SteindorffZAW xvi (1896), 331, cf. BreastedBib. World ix (1897), 62 ff. PatonSyriac and Pal. 134; Assyrian Sir-ʾ-lai (= יִשְׂרְאֵלִי) SchrKG 356 ff., 364; COT.—On a poss. relation of יִשׂ׳ to n.pr. שָׂרַי, שָׂרָה v. RSK 257, 2nd ed. 34;—cf. );—Ισραηλ [Israēl]:",I Chronicles 4:16; Genesis 36:31; I Kings 16:29,"BDB, שְׂרָיָה(וּ)"
927,יִשְׂרָאֵל²,3,masculine,,"second name of Jacob + 28 times Gn (JE), (JE); (all P), + 8 times Chr; בֵּית יִשׂ׳; בְּנֵי יִשׂ׳ (lit.) + 3 times E, 2 times P + (P; transition to wider use), +; = 12 tribes + 7 times P; אֱלֹהֵי אַבְרָהָם יִצְחָק וְיִשׂ׳ †.",Genesis 32:29; Exodus 32:13; Hosea 12:13; Judges 18:29; Exodus 6:14; Numbers 1:20; Numbers 26:5; II Kings 17:34; I Chronicles 1:34; Psalms 105:23; Ruth 4:11; Genesis 42:5; Exodus 1:7; I Kings 18:31; I Chronicles 2:1; Exodus 28:9; I Kings 18:36; I Chronicles 29:18; II Chronicles 30:6,
