rank,normalized_name,yerushalmi_count,yerushalmi_pct,bavli_term,bavli_count,bavli_pct,wikipedia_he,hebrew_term,wikidata_id,match_type,match_score,match_note,yerushalmi_variant_names
1923,R' Ḥinena ben Ḥanania,1,0.0023,,,,,,,none,0,,Rebbi Ḥinena ben Ḥanania
1924,R' Darosa,1,0.0023,R' Dosa,67,0.0945,,,,fuzzy_edit,30,"lev=2 key=""darosa""→""dosa""",Rebbi Darosa
1925,R' Shila bar Bina,1,0.0023,,,,,,,none,0,,Rebbi Shila bar Bina
1926,Pinḥas ben Elazar,1,0.0023,,,,,,,none,0,,Phineas ben Eleazar
1927,R' Yudan bar Ḥanan,1,0.0023,,,,,,,none,0,,Rebbi Yudan bar Ḥanan
1928,R' Shmuel ben R' Naḥman,1,0.0023,,,,,,,none,0,,Rebbi Samuel ben Rebbi Naḥman
1929,Ben Laana,1,0.0023,,,,,,,none,0,,Ben Laana
1930,Manasse ben Hezekias,1,0.0023,,,,,,,none,0,,Manasse ben Hezekias
1931,Shmuel bar Bina,1,0.0023,,,,,,,none,0,,Samuel bar Bina
1932,Yehudah ben R' Ḥizkiah,1,0.0023,,,,,,,none,0,,Jehudah ben Rebbi Ḥizqiah
1933,R' Shimon ben Yehudah from Kefar,1,0.0023,,,,,,,none,0,,Rebbi Simeon ben Jehudah from Kefar
1934,Yoḥanan ben Qareaḥ,1,0.0023,,,,,,,none,0,,Joḥanan ben Qareaḥ
1935,"R' Ḥinena, the son of R' Ada",1,0.0023,,,,,,,none,0,,"Rebbi Ḥinena, the son of Rebbi Ada"
1936,Tzedekias ben Kenaana,1,0.0023,,,,,,,none,0,,Ṣedekias ben Kenaana
1937,Ben Hadad,1,0.0023,,,,,,,none,0,,Ben Hadad
1938,Bar Pedaia,1,0.0023,,,,,,,none,0,,Bar Pedaia
1939,R' Ya'akov bar Dassai,1,0.0023,,,,,,,none,0,,Rebbi Jacob bar Dassai
1940,R' Shila bar Binah,1,0.0023,,,,,,,none,0,,Rebbi Shila bar Binah
1941,R' Yose ben Ḥalaphtasays,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Ḥalaphtasays
1942,ben Aina,1,0.0023,,,,,,,none,0,,ben Aina
1943,Onias ben Ḥakhinai,1,0.0023,,,,,,,none,0,,Onias ben Ḥakhinai
1944,R' Ḥaninah ben Aqashiah,1,0.0023,,,,,,,none,0,,Rebbi Ḥaninah ben Aqashiah
1945,R' Ḥananiah ben Aqashiah,1,0.0023,,,,,,,none,0,,Rebbi Ḥananiah ben Aqashiah
1946,Yehoshua the son of R' Akiva,1,0.0023,,,,,,,none,0,,Joshua the son of Rebbi Aqiba
1947,bar Aḥava,1,0.0023,,,,,,,none,0,,bar Aḥawa
1948,R' Eleasar ben R' Yose,1,0.0023,,,,,,,none,0,,Rebbi Eleasar ben Rebbi Yose
1949,R' Yose the Southerner,1,0.0023,,,,,,,none,0,,Rebbi Yose the Southerner
1950,R' Shmuel bar R' Yudan,1,0.0023,,,,,,,none,0,,Rebbi Samuel bar Rebbi Yudan
1951,Avimi the brother of Ḥefa,1,0.0023,,,,,,,none,0,,Abime the brother of Ḥefa
1952,R' Shmuel ben Ya'akov,1,0.0023,,,,,,,none,0,,Rebbi Samuel ben Jacob
1953,R' Yudan from Cappadocia,1,0.0023,,,,,,,none,0,,Rebbi Yudan from Cappadocia
1954,R' Gamliel ben R' Illai,1,0.0023,,,,,,,none,0,,Rebbi Gamliel ben Rebbi Illai
1955,R' Ada bar Ahava,1,0.0023,,,,,,,none,0,,Rebbi Ada bar Ahava
1956,R' Marinus,1,0.0023,,,,,,,none,0,,Rebbi Marinus
1957,R' Ya'akov bar Abinna,1,0.0023,,,,,,,none,0,,Rebbi Jacob bar Abinna
1958,R' Issac,1,0.0023,,,,,,,none,0,,Rebbi Issac
1959,R' Abba bar Tevelai,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Tevelai
1960,R' Yoḥanan ben Madia,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan ben Madia
1961,R' Yudan from Antodra,1,0.0023,,,,,,,none,0,,Rebbi Yudan from Antodra
1962,R' Shimon ben Yoḥanan,1,0.0023,,,,,,,none,0,,Rebbi Simeon ben Joḥanan
1963,R' Ḥanan bar Abba,1,0.0023,,,,,,,none,0,,Rebbi Ḥanan bar Abba
1964,R' Yitzḥak from Gufta,1,0.0023,,,,,,,none,0,,Rebbi Isaac from Gufta
1965,Rabbi Shimon,1,0.0023,R' Shimon,1867,2.6337,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%A9%D7%9E%D7%A2%D7%95%D7%9F%20%D7%91%D7%A8%20%D7%99%D7%95%D7%97%D7%90%D7%99,רבי שמעון בר יוחאי,Q557405,exact,100,,Rabbi Simon
1966,Bar Ashtor,1,0.0023,,,,,,,none,0,,Bar Ashtor
1967,the son of R' Abbahu,1,0.0023,,,,,,,none,0,,the son of Rebbi Abbahu
1968,son of R',1,0.0023,,,,,,,none,0,,son of Rebbi
1969,the daughter of Domitianus,1,0.0023,,,,,,,none,0,,the daughter of Domitianus
1970,bar Idi,1,0.0023,,,,,,,none,0,,bar Idi
1971,Ben Dama,1,0.0023,,,,,,,none,0,,Ben Dama
1972,R' Ḥanianiah,1,0.0023,,,,,,,none,0,,Rebbi Ḥanianiah
1973,Ben Netoza,1,0.0023,,,,,,,none,0,,Ben Neṭoza
1974,R' Abinnas,1,0.0023,,,,,,,none,0,,Rebbi Abinnas
1975,R' Yose from Malḥa,1,0.0023,,,,,,,none,0,,Rebbi Yose from Malḥa
1976,R' Yoḥanan bar Madia,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan bar Madia
1977,Yehudah ben Shamua,1,0.0023,,,,,,,none,0,,Jehudah ben Shamua
1978,R' Simoen ben Yoḥai,1,0.0023,,,,,,,none,0,,Rebbi Simoen ben Ioḥai
1979,Simlai the Southerner,1,0.0023,,,,,,,none,0,,Simlai the Southerner
1980,R' Zakkai of Alexandria,1,0.0023,,,,,,,none,0,,Rebbi Zakkai of Alexandria
1981,R' Binyamin bar Levai,1,0.0023,,,,,,,none,0,,Rebbi Benjamin bar Levai
1982,Kahana bar Taḥlifa,1,0.0023,,,,,,,none,0,,Cahana bar Taḥlifa
1983,Natan bar Abba,1,0.0023,,,,,,,none,0,,Nathan bar Abba
1984,R' Jotzhua ben Levi,1,0.0023,,,,,,,none,0,,Rebbi Joṣhua ben Levi
1985,R' Yehudah ben Gamliel,1,0.0023,,,,,,,none,0,,Rebbi Jehudah ben Gamliel
1986,R' Ḥanina from Hauran,1,0.0023,,,,,,,none,0,,Rebbi Ḥanina from Hauran
1987,R' Yasa bar Ḥalfuta,1,0.0023,,,,,,,none,0,,Rebbi Yasa bar Ḥalfuta
1988,Zavdai ben Levai,1,0.0023,,,,,,,none,0,,Zavdai ben Levai
1989,R' Ze'ira the son of R' Abbahu,1,0.0023,,,,,,,none,0,,Rebbi Zeˋira the son of Rebbi Abbahu
1990,R' Ḥanina bar Yasa,1,0.0023,,,,,,,none,0,,Rebbi Ḥanina bar Yasa
1991,Rav Ḥama bar Gorion,1,0.0023,,,,,,,none,0,,Rav Ḥama bar Gorion
1992,R' Yitzḥak bar Mattanah,1,0.0023,,,,,,,none,0,,Rebbi Isaac bar Mattanah
1993,Bar Drosai,1,0.0023,,,,,,,none,0,,Bar Drosai
1994,An Aramean youth,1,0.0023,,,,,,,none,0,,An Aramean youth
1995,Ze`ur bar Ḥinena,1,0.0023,,,,,,,none,0,,Ze`ur bar Ḥinena
1996,Rav Yoshia,1,0.0023,R' Yoshiya,104,0.1467,,,,fuzzy_edit,45,"lev=1 key=""yoshia""→""yoshiya""",Rav Joshia
1997,R' Elazar ben Hoshaya,1,0.0023,,,,,,,none,0,,Rebbi Eleazar ben Hoshaia
1998,R' Ḥananiah bar R' Abbahu,1,0.0023,,,,,,,none,0,,Rebbi Ḥananiah bar Rebbi Abbahu
1999,the family Osinos,1,0.0023,,,,,,,none,0,,the family Osinos
2000,R' Bejamin ben Levi,1,0.0023,,,,,,,none,0,,Rebbi Bejamin ben Levi
2001,R' Shimon ben R' Yose bar Lakonia,1,0.0023,,,,,,,none,0,,Rebbi Simeon ben Rebbi Yose bar Lakonia
2002,R' Ina,1,0.0023,R' Ila,20,0.0282,,,,fuzzy_edit,45,"lev=1 key=""ina""→""ila""",Rebbi Ina
2003,Bar Silene,1,0.0023,,,,,,,none,0,,Bar Silene
2004,R' Shimon ben Zevid,1,0.0023,,,,,,,none,0,,Rebbi Simeon ben Zevid
2005,Yishmael ben Netaniah,1,0.0023,,,,,,,none,0,,Ismael ben Netaniah
2006,"R' Shmuel, son of R' Yose ben R' Abun",1,0.0023,,,,,,,none,0,,"Rebbi Samuel, son of Rebbi Yose ben Rebbi Abun"
2007,R' Tobi,1,0.0023,,,,,,,none,0,,Rebbi Tobi
2008,Rabbi Yannai,1,0.0023,R' Yannai,171,0.2412,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A0%D7%90%D7%99,רבי ינאי,Q2124910,exact,100,,Rabbi Yannai
2009,Rabbi Yose ben R' Ḥanina,1,0.0023,R' Yosei bar Ḥanina,92,0.1298,,,,exact,100,,Rabbi Yose ben Rebbi Ḥanina
2010,Rabbi Yose ben Ḥanina,1,0.0023,R' Yosei bar Ḥanina,92,0.1298,,,,exact,100,,Rabbi Yose ben Ḥanina
2011,Akavia ben Mahalalel,1,0.0023,,,,,,,none,0,,Aqabia ben Mahalalel
2012,R' Ḥama ben Yosef,1,0.0023,,,,,,,none,0,,Rebbi Ḥama ben Joseph
2013,R' Ulla from Caesarea,1,0.0023,,,,,,,none,0,,Rebbi Ulla from Caesarea
2014,R' Yitzḥak bar Tabelai,1,0.0023,,,,,,,none,0,,Rebbi Isaac bar Ṭabelai
2015,R' Avdimi from Sepphoris,1,0.0023,,,,,,,none,0,,Rebbi Eudaimon from Sepphoris
2016,R' Yose bar Nehorai,1,0.0023,,,,,,,none,0,,Rebbi Yose bar Nehorai
2017,Yehudah ben Neqosa,1,0.0023,,,,,,,none,0,,Jehudah ben Neqosa
2018,R' Yose ben R' Yehoshua,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Rebbi Joshua
2019,R' Jacon bar Zavdi,1,0.0023,,,,,,,none,0,,Rebbi Jacon bar Zavdi
